zone_id,class_id,tipo_intervencion,area_m2,area_ha,volumen_m3,prioridad
36,1,Conservación hídrica,1825.8185300493224,0.18258185300493224,12.694498300750139,Baja
37,1,Conservación hídrica,730.3274120054915,0.07303274120054914,5.077799320201065,Baja
38,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
39,1,Conservación hídrica,1095.4911180081676,0.10954911180081676,7.616698980301114,Baja
40,1,Conservación hídrica,10224.583768183384,1.0224583768183384,71.0891904835554,Baja
41,1,Conservación hídrica,1095.4911180080287,0.10954911180080287,7.616698980300147,Baja
42,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
43,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
44,1,Conservación hídrica,730.3274120054915,0.07303274120054914,5.077799320201065,Baja
45,1,Conservación hídrica,1825.8185300137286,0.18258185300137286,12.694498300502662,Baja
46,1,Conservación hídrica,730.3274120054915,0.07303274120054914,5.077799320201065,Baja
47,1,Conservación hídrica,3651.6370600630516,0.36516370600630516,25.388996601252803,Baja
48,1,Conservación hídrica,365.16370600267624,0.03651637060026763,2.5388996601000495,Baja
49,1,Conservación hídrica,730.3274120054219,0.07303274120054219,5.077799320200582,Baja
50,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
51,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
52,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
53,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
54,1,Conservación hídrica,2190.982236016405,0.2190982236016405,15.233397960602712,Baja
55,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
56,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
57,1,Conservación hídrica,4747.128178071288,0.4747128178071288,33.0056955815544,Baja
58,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
59,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
60,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
61,1,Conservación hídrica,730.3274120054915,0.07303274120054914,5.077799320201065,Baja
62,1,Conservación hídrica,2556.1459420191504,0.25561459420191507,17.772297620703245,Baja
63,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
64,1,Conservación hídrica,1825.8185300137286,0.18258185300137286,12.694498300502662,Baja
65,1,Conservación hídrica,2190.982236016405,0.2190982236016405,15.233397960602712,Baja
66,1,Conservación hídrica,730.3274120054915,0.07303274120054914,5.077799320201065,Baja
67,1,Conservación hídrica,730.3274120054915,0.07303274120054914,5.077799320201065,Baja
68,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
69,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
70,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
71,1,Conservación hídrica,365.16370600267624,0.03651637060026763,2.5388996601000495,Baja
72,1,Conservación hídrica,730.3274120409462,0.07303274120409463,5.077799320447574,Baja
73,1,Conservación hídrica,730.3274120054915,0.07303274120054914,5.077799320201065,Baja
74,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
75,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
76,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
77,1,Conservación hídrica,2190.982236052068,0.21909822360520678,15.23339796085067,Baja
78,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
79,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
80,1,Conservación hídrica,365.16370600274576,0.03651637060027457,2.5388996601005327,Baja
